Title:,Trace 1
Model:,N9320B
Serial Number:,CN0323C271
Center Frequency:,700000000.000000,Hz
Span:,1000000000.000000,Hz
Resolution Bandwidth:,1000000.000000,Hz
Video Bandwidth:,1000000.000000,Hz
Reference Level:,-6.000000,dBm
Sweep Time:,0.036078,s
Num Points:,461
Window Limit:,OFF
Units,Hz,dBm
No.,Frequency(Hz),Amplitude(dBm)
1,200000000.000000,-1.746835709e+01
2,202173913.043478,-1.848093033e+01
3,204347826.086957,-1.937970352e+01
4,206521739.130435,-2.032744980e+01
5,208695652.173913,-2.123612213e+01
6,210869565.217391,-2.205222702e+01
7,213043478.260870,-2.267529678e+01
8,215217391.304348,-2.323093033e+01
9,217391304.347826,-2.368258667e+01
10,219565217.391304,-2.393416595e+01
11,221739130.434783,-2.401944733e+01
12,223913043.478261,-2.392401505e+01
13,226086956.521739,-2.383895111e+01
14,228260869.565217,-2.361136246e+01
15,230434782.608696,-2.344574356e+01
16,232608695.652174,-2.338335800e+01
17,234782608.695652,-2.337559128e+01
18,236956521.739130,-2.340972900e+01
19,239130434.782609,-2.359561539e+01
20,241304347.826087,-2.404501724e+01
21,243478260.869565,-2.466308975e+01
22,245652173.913043,-2.543209839e+01
23,247826086.956522,-2.626731491e+01
24,250000000.000000,-2.711969376e+01
25,252173913.043478,-2.792870331e+01
26,254347826.086957,-2.859646225e+01
27,256521739.130435,-2.904987335e+01
28,258695652.173913,-2.917229462e+01
29,260869565.217391,-2.909556198e+01
30,263043478.260870,-2.882759857e+01
31,265217391.304348,-2.856029892e+01
32,267391304.347826,-2.825516510e+01
33,269565217.391304,-2.777521133e+01
34,271739130.434783,-2.732506943e+01
35,273913043.478261,-2.667465591e+01
36,276086956.521739,-2.594087982e+01
37,278260869.565217,-2.502561569e+01
38,280434782.608696,-2.394594193e+01
39,282608695.652174,-2.267842865e+01
40,284782608.695652,-2.116980743e+01
41,286956521.739130,-1.961151886e+01
42,289130434.782609,-1.785825157e+01
43,291304347.826087,-1.614088440e+01
44,293478260.869565,-1.463321114e+01
45,295652173.913043,-1.316914749e+01
46,297826086.956522,-1.199285316e+01
47,300000000.000000,-1.113939095e+01
48,302173913.043478,-1.065505981e+01
49,304347826.086957,-1.047621536e+01
50,306521739.130435,-1.049505806e+01
51,308695652.173913,-1.060113907e+01
52,310869565.217391,-1.079408264e+01
53,313043478.260870,-1.052158165e+01
54,315217391.304348,-9.855094910e+00
55,317391304.347826,-8.979763031e+00
56,319565217.391304,-8.080305099e+00
57,321739130.434783,-7.505029678e+00
58,323913043.478261,-7.345643997e+00
59,326086956.521739,-7.399446487e+00
60,328260869.565217,-7.972948074e+00
61,330434782.608696,-9.277132034e+00
62,332608695.652174,-1.111524010e+01
63,334782608.695652,-1.327772522e+01
64,336956521.739130,-1.557955170e+01
65,339130434.782609,-1.769219017e+01
66,341304347.826087,-1.935001755e+01
67,343478260.869565,-2.051868820e+01
68,345652173.913043,-2.124086761e+01
69,347826086.956522,-2.169168091e+01
70,350000000.000000,-2.191551208e+01
71,352173913.043478,-2.197126007e+01
72,354347826.086957,-2.205550003e+01
73,356521739.130435,-2.215095901e+01
74,358695652.173913,-2.231859589e+01
75,360869565.217391,-2.242545700e+01
76,363043478.260870,-2.261835480e+01
77,365217391.304348,-2.278471375e+01
78,367391304.347826,-2.294682312e+01
79,369565217.391304,-2.305002213e+01
80,371739130.434783,-2.317667389e+01
81,373913043.478261,-2.336855698e+01
82,376086956.521739,-2.369041824e+01
83,378260869.565217,-2.414253616e+01
84,380434782.608696,-2.471774292e+01
85,382608695.652174,-2.539820480e+01
86,384782608.695652,-2.616835022e+01
87,386956521.739130,-2.689367294e+01
88,389130434.782609,-2.754707336e+01
89,391304347.826087,-2.798936081e+01
90,393478260.869565,-2.828348923e+01
91,395652173.913043,-2.817700195e+01
92,397826086.956522,-2.767599487e+01
93,400000000.000000,-2.721449661e+01
94,402173913.043478,-2.659117508e+01
95,404347826.086957,-2.601728439e+01
96,406521739.130435,-2.537765884e+01
97,408695652.173913,-2.487279510e+01
98,410869565.217391,-2.441522217e+01
99,413043478.260870,-2.391914368e+01
100,415217391.304348,-2.347180557e+01
101,417391304.347826,-2.295698547e+01
102,419565217.391304,-2.227500916e+01
103,421739130.434783,-2.153293228e+01
104,423913043.478261,-2.074954605e+01
105,426086956.521739,-1.996642685e+01
106,428260869.565217,-1.918817139e+01
107,430434782.608696,-1.846603775e+01
108,432608695.652174,-1.781624031e+01
109,434782608.695652,-1.736886406e+01
110,436956521.739130,-1.708879471e+01
111,439130434.782609,-1.691676331e+01
112,441304347.826087,-1.689103317e+01
113,443478260.869565,-1.692430115e+01
114,445652173.913043,-1.701325607e+01
115,447826086.956522,-1.699803352e+01
116,450000000.000000,-1.668055916e+01
117,452173913.043478,-1.624637604e+01
118,454347826.086957,-1.563431931e+01
119,456521739.130435,-1.491357613e+01
120,458695652.173913,-1.413875580e+01
121,460869565.217391,-1.342697334e+01
122,463043478.260870,-1.277336121e+01
123,465217391.304348,-1.219504356e+01
124,467391304.347826,-1.170008469e+01
125,469565217.391304,-1.130679893e+01
126,471739130.434783,-1.109685326e+01
127,473913043.478261,-1.106596947e+01
128,476086956.521739,-1.110442734e+01
129,478260869.565217,-1.136215210e+01
130,480434782.608696,-1.193146324e+01
131,482608695.652174,-1.272552490e+01
132,484782608.695652,-1.360727310e+01
133,486956521.739130,-1.459799194e+01
134,489130434.782609,-1.526194382e+01
135,491304347.826087,-1.525178719e+01
136,493478260.869565,-1.587960625e+01
137,495652173.913043,-1.660431862e+01
138,497826086.956522,-1.726337051e+01
139,500000000.000000,-1.782754326e+01
140,502173913.043478,-1.819968414e+01
141,504347826.086957,-1.840801239e+01
142,506521739.130435,-1.835158920e+01
143,508695652.173913,-1.825014114e+01
144,510869565.217391,-1.815411758e+01
145,513043478.260870,-1.816913605e+01
146,515217391.304348,-1.834660339e+01
147,517391304.347826,-1.876538849e+01
148,519565217.391304,-1.942768478e+01
149,521739130.434783,-2.041569901e+01
150,523913043.478261,-2.164591599e+01
151,526086956.521739,-2.303931046e+01
152,528260869.565217,-2.436934662e+01
153,530434782.608696,-2.565712738e+01
154,532608695.652174,-2.657414246e+01
155,534782608.695652,-2.722154999e+01
156,536956521.739130,-2.764506912e+01
157,539130434.782609,-2.778309250e+01
158,541304347.826087,-2.777802658e+01
159,543478260.869565,-2.775258255e+01
160,545652173.913043,-2.758393478e+01
161,547826086.956522,-2.734163666e+01
162,550000000.000000,-2.707353973e+01
163,552173913.043478,-2.668643188e+01
164,554347826.086957,-2.607492447e+01
165,556521739.130435,-2.539010620e+01
166,558695652.173913,-2.452317429e+01
167,560869565.217391,-2.351768875e+01
168,563043478.260870,-2.252373886e+01
169,565217391.304348,-2.164204025e+01
170,567391304.347826,-2.088026810e+01
171,569565217.391304,-2.048012924e+01
172,571739130.434783,-2.045333099e+01
173,573913043.478261,-2.055937195e+01
174,576086956.521739,-2.107275009e+01
175,578260869.565217,-2.196473312e+01
176,580434782.608696,-2.307556915e+01
177,582608695.652174,-2.415579605e+01
178,584782608.695652,-2.534048462e+01
179,586956521.739130,-2.618383026e+01
180,589130434.782609,-2.679915619e+01
181,591304347.826087,-2.682812500e+01
182,593478260.869565,-2.638804626e+01
183,595652173.913043,-2.586324692e+01
184,597826086.956522,-2.527000427e+01
185,600000000.000000,-2.461045837e+01
186,602173913.043478,-2.404995346e+01
187,604347826.086957,-2.331369400e+01
188,606521739.130435,-2.260800934e+01
189,608695652.173913,-2.173394775e+01
190,610869565.217391,-2.073444366e+01
191,613043478.260870,-1.973308563e+01
192,615217391.304348,-1.867189789e+01
193,617391304.347826,-1.764368248e+01
194,619565217.391304,-1.677138901e+01
195,621739130.434783,-1.607647324e+01
196,623913043.478261,-1.573323631e+01
197,626086956.521739,-1.571442604e+01
198,628260869.565217,-1.590077782e+01
199,630434782.608696,-1.639437866e+01
200,632608695.652174,-1.715211105e+01
201,634782608.695652,-1.806446838e+01
202,636956521.739130,-1.902879333e+01
203,639130434.782609,-1.979915619e+01
204,641304347.826087,-2.025200653e+01
205,643478260.869565,-2.008488846e+01
206,645652173.913043,-1.946405411e+01
207,647826086.956522,-1.872762299e+01
208,650000000.000000,-1.796634102e+01
209,652173913.043478,-1.714907837e+01
210,654347826.086957,-1.659244537e+01
211,656521739.130435,-1.623447227e+01
212,658695652.173913,-1.613935089e+01
213,660869565.217391,-1.617070580e+01
214,663043478.260870,-1.653796768e+01
215,665217391.304348,-1.724532509e+01
216,667391304.347826,-1.826686478e+01
217,669565217.391304,-1.966035843e+01
218,671739130.434783,-2.120574188e+01
219,673913043.478261,-2.273182678e+01
220,676086956.521739,-2.426792908e+01
221,678260869.565217,-2.559074783e+01
222,680434782.608696,-2.662452698e+01
223,682608695.652174,-2.736221313e+01
224,684782608.695652,-2.769543839e+01
225,686956521.739130,-2.775734711e+01
226,689130434.782609,-2.771767807e+01
227,691304347.826087,-2.765692902e+01
228,693478260.869565,-2.770520020e+01
229,695652173.913043,-2.774418640e+01
230,697826086.956522,-2.778219604e+01
231,700000000.000000,-2.800791931e+01
232,702173913.043478,-2.822436523e+01
233,704347826.086957,-2.831380081e+01
234,706521739.130435,-2.836666870e+01
235,708695652.173913,-2.841989136e+01
236,710869565.217391,-2.838622665e+01
237,713043478.260870,-2.842231369e+01
238,715217391.304348,-2.837339783e+01
239,717391304.347826,-2.858744049e+01
240,719565217.391304,-2.895059967e+01
241,721739130.434783,-2.945409393e+01
242,723913043.478261,-3.005555344e+01
243,726086956.521739,-3.062911224e+01
244,728260869.565217,-3.104652405e+01
245,730434782.608696,-3.150498581e+01
246,732608695.652174,-3.180227280e+01
247,734782608.695652,-3.171615982e+01
248,736956521.739130,-3.144297409e+01
249,739130434.782609,-3.108683777e+01
250,741304347.826087,-3.067614746e+01
251,743478260.869565,-3.043345642e+01
252,745652173.913043,-3.025875854e+01
253,747826086.956522,-3.008466721e+01
254,750000000.000000,-2.997584152e+01
255,752173913.043478,-2.978013229e+01
256,754347826.086957,-2.955083466e+01
257,756521739.130435,-2.927764511e+01
258,758695652.173913,-2.887414551e+01
259,760869565.217391,-2.828044891e+01
260,763043478.260870,-2.759843445e+01
261,765217391.304348,-2.684294891e+01
262,767391304.347826,-2.611788177e+01
263,769565217.391304,-2.530437851e+01
264,771739130.434783,-2.452544403e+01
265,773913043.478261,-2.391051483e+01
266,776086956.521739,-2.342177200e+01
267,778260869.565217,-2.312064362e+01
268,780434782.608696,-2.300336838e+01
269,782608695.652174,-2.297193909e+01
270,784782608.695652,-2.312342072e+01
271,786956521.739130,-2.334653473e+01
272,789130434.782609,-2.361603165e+01
273,791304347.826087,-2.392289352e+01
274,793478260.869565,-2.421113586e+01
275,795652173.913043,-2.442086411e+01
276,797826086.956522,-2.444690323e+01
277,800000000.000000,-2.422096634e+01
278,802173913.043478,-2.405901337e+01
279,804347826.086957,-2.372721863e+01
280,806521739.130435,-2.339535522e+01
281,808695652.173913,-2.297107315e+01
282,810869565.217391,-2.258947754e+01
283,813043478.260870,-2.207901764e+01
284,815217391.304348,-2.161592484e+01
285,817391304.347826,-2.118843460e+01
286,819565217.391304,-2.071717834e+01
287,821739130.434783,-2.025122452e+01
288,823913043.478261,-1.992784119e+01
289,826086956.521739,-1.969284058e+01
290,828260869.565217,-1.961920547e+01
291,830434782.608696,-1.958627319e+01
292,832608695.652174,-1.974208832e+01
293,834782608.695652,-2.012424088e+01
294,836956521.739130,-2.061954498e+01
295,839130434.782609,-2.114444733e+01
296,841304347.826087,-2.169690323e+01
297,843478260.869565,-2.222087860e+01
298,845652173.913043,-2.274411392e+01
299,847826086.956522,-2.310431671e+01
300,850000000.000000,-2.314507675e+01
301,852173913.043478,-2.309751129e+01
302,854347826.086957,-2.301773071e+01
303,856521739.130435,-2.284747696e+01
304,858695652.173913,-2.278770828e+01
305,860869565.217391,-2.278070831e+01
306,863043478.260870,-2.290010834e+01
307,865217391.304348,-2.301691055e+01
308,867391304.347826,-2.322012329e+01
309,869565217.391304,-2.355397034e+01
310,871739130.434783,-2.399230194e+01
311,873913043.478261,-2.467244720e+01
312,876086956.521739,-2.529135513e+01
313,878260869.565217,-2.613416290e+01
314,880434782.608696,-2.689809036e+01
315,882608695.652174,-2.770103836e+01
316,884782608.695652,-2.825928497e+01
317,886956521.739130,-2.896195221e+01
318,889130434.782609,-2.937884521e+01
319,891304347.826087,-2.969620514e+01
320,893478260.869565,-3.001203537e+01
321,895652173.913043,-3.011474991e+01
322,897826086.956522,-3.015177917e+01
323,900000000.000000,-3.025900269e+01
324,902173913.043478,-3.005657959e+01
325,904347826.086957,-3.037690735e+01
326,906521739.130435,-3.049829102e+01
327,908695652.173913,-3.040919495e+01
328,910869565.217391,-3.022415161e+01
329,913043478.260870,-2.995855713e+01
330,915217391.304348,-2.982355881e+01
331,917391304.347826,-2.964211655e+01
332,919565217.391304,-2.948860168e+01
333,921739130.434783,-2.947249222e+01
334,923913043.478261,-2.959234619e+01
335,926086956.521739,-2.964058685e+01
336,928260869.565217,-2.976684189e+01
337,930434782.608696,-2.980496597e+01
338,932608695.652174,-2.979876709e+01
339,934782608.695652,-2.956235123e+01
340,936956521.739130,-2.927550888e+01
341,939130434.782609,-2.892644119e+01
342,941304347.826087,-2.842013931e+01
343,943478260.869565,-2.792109299e+01
344,945652173.913043,-2.736665726e+01
345,947826086.956522,-2.683771133e+01
346,950000000.000000,-2.630258560e+01
347,952173913.043478,-2.578239441e+01
348,954347826.086957,-2.515673065e+01
349,956521739.130435,-2.468649292e+01
350,958695652.173913,-2.421351624e+01
351,960869565.217391,-2.401800156e+01
352,963043478.260870,-2.375968170e+01
353,965217391.304348,-2.345783234e+01
354,967391304.347826,-2.319207382e+01
355,969565217.391304,-2.303851318e+01
356,971739130.434783,-2.293137360e+01
357,973913043.478261,-2.291080093e+01
358,976086956.521739,-2.300739670e+01
359,978260869.565217,-2.308224487e+01
360,980434782.608696,-2.325376892e+01
361,982608695.652174,-2.335955048e+01
362,984782608.695652,-2.345278931e+01
363,986956521.739130,-2.349671173e+01
364,989130434.782609,-2.351953125e+01
365,991304347.826087,-2.329990387e+01
366,993478260.869565,-2.317184067e+01
367,995652173.913043,-2.296833038e+01
368,997826086.956522,-2.278982162e+01
369,1000000000.000000,-2.261277771e+01
370,1002173913.043478,-2.236796951e+01
371,1004347826.086957,-2.214827728e+01
372,1006521739.130435,-2.198217773e+01
373,1008695652.173913,-2.182076645e+01
374,1010869565.217391,-2.179070282e+01
375,1013043478.260870,-2.182250977e+01
376,1015217391.304348,-2.192541122e+01
377,1017391304.347826,-2.208257294e+01
378,1019565217.391304,-2.224727249e+01
379,1021739130.434783,-2.247477341e+01
380,1023913043.478261,-2.275756454e+01
381,1026086956.521739,-2.307156372e+01
382,1028260869.565217,-2.355628967e+01
383,1030434782.608696,-2.404037476e+01
384,1032608695.652174,-2.458320236e+01
385,1034782608.695652,-2.508269882e+01
386,1036956521.739130,-2.543353271e+01
387,1039130434.782609,-2.580252457e+01
388,1041304347.826087,-2.605585098e+01
389,1043478260.869565,-2.648801804e+01
390,1045652173.913043,-2.671183014e+01
391,1047826086.956522,-2.682529449e+01
392,1050000000.000000,-2.695289993e+01
393,1052173913.043478,-2.703386688e+01
394,1054347826.086957,-2.707751083e+01
395,1056521739.130435,-2.712656403e+01
396,1058695652.173913,-2.724586487e+01
397,1060869565.217391,-2.726313400e+01
398,1063043478.260870,-2.739282990e+01
399,1065217391.304348,-2.746734238e+01
400,1067391304.347826,-2.756517792e+01
401,1069565217.391304,-2.782204056e+01
402,1071739130.434783,-2.817816925e+01
403,1073913043.478261,-2.857113266e+01
404,1076086956.521739,-2.904916382e+01
405,1078260869.565217,-2.961149597e+01
406,1080434782.608696,-3.007305527e+01
407,1082608695.652174,-3.076713562e+01
408,1084782608.695652,-3.138598633e+01
409,1086956521.739130,-3.185099030e+01
410,1089130434.782609,-3.198441696e+01
411,1091304347.826087,-3.236282349e+01
412,1093478260.869565,-3.242015457e+01
413,1095652173.913043,-3.232535172e+01
414,1097826086.956522,-3.235633469e+01
415,1100000000.000000,-3.223062515e+01
416,1102173913.043478,-3.207620621e+01
417,1104347826.086957,-3.191605377e+01
418,1106521739.130435,-3.161599350e+01
419,1108695652.173913,-3.147291946e+01
420,1110869565.217391,-3.123063278e+01
421,1113043478.260870,-3.107272339e+01
422,1115217391.304348,-3.079897308e+01
423,1117391304.347826,-3.065440369e+01
424,1119565217.391304,-3.054357529e+01
425,1121739130.434783,-3.032463455e+01
426,1123913043.478261,-3.039967728e+01
427,1126086956.521739,-3.037511063e+01
428,1128260869.565217,-3.013336945e+01
429,1130434782.608696,-2.997967911e+01
430,1132608695.652174,-2.979331589e+01
431,1134782608.695652,-2.932638931e+01
432,1136956521.739130,-2.881394958e+01
433,1139130434.782609,-2.830042267e+01
434,1141304347.826087,-2.763288879e+01
435,1143478260.869565,-2.698660660e+01
436,1145652173.913043,-2.621879196e+01
437,1147826086.956522,-2.555952835e+01
438,1150000000.000000,-2.478361511e+01
439,1152173913.043478,-2.432886887e+01
440,1154347826.086957,-2.384479141e+01
441,1156521739.130435,-2.345812225e+01
442,1158695652.173913,-2.304023361e+01
443,1160869565.217391,-2.276519012e+01
444,1163043478.260870,-2.262919998e+01
445,1165217391.304348,-2.255668640e+01
446,1167391304.347826,-2.268174362e+01
447,1169565217.391304,-2.281555939e+01
448,1171739130.434783,-2.303441238e+01
449,1173913043.478261,-2.318373108e+01
450,1176086956.521739,-2.330242920e+01
451,1178260869.565217,-2.335135651e+01
452,1180434782.608696,-2.338549423e+01
453,1182608695.652174,-2.342244720e+01
454,1184782608.695652,-2.352650070e+01
455,1186956521.739130,-2.345224380e+01
456,1189130434.782609,-2.337627411e+01
457,1191304347.826087,-2.332475281e+01
458,1193478260.869565,-2.323161316e+01
459,1195652173.913043,-2.316599655e+01
460,1197826086.956522,-2.318147278e+01
461,1200000000.000000,-2.325232315e+01
