LECROYWR64Xi,13019,Waveform
Segments,1,SegmentSize,502
Ampl
-0.00159994
0
0
0.00159994
0.00159994
0.00159994
0.00159994
-0.00159994
-0.00319988
-0.00319988
0
-0.00159994
0.00159994
0.00159994
-0.00319988
-0.00159994
-0.00639975
-0.00319988
-0.00159994
0
-0.00159994
-0.00319988
0
-0.00159994
0
0.00159994
-0.00159994
-0.00159994
-0.00159994
0
0.00159994
0.00159994
0
0
-0.00159994
-0.00319988
0.00319988
0.00319988
-0.00159994
-0.00159994
0
-0.00159994
0
0.00159994
0
0
0.00159994
0
-0.00159994
0
-0.00159994
0
0
-0.00159994
0
0
0
0
0
-0.00159994
0
0
0
0.00159994
0.00319988
0
-0.00159994
0
0.00159994
0.00159994
0.00159994
-0.00159994
0
0
0
0
0.00159994
-0.00159994
0.00159994
0
0
0.00159994
0.00319988
0
-0.00159994
0.00159994
-0.00159994
-0.00319988
0
0
0
-0.00159994
-0.00479982
-0.00159994
0
-0.00159994
-0.00159994
0
-0.00159994
0
0.00159994
0
0.00159994
-0.00159994
-0.00159994
0
0.00159994
0
0
0.00159994
-0.00319988
-0.00159994
-0.00159994
-0.00159994
0
0
-0.00159994
-0.00159994
0
-0.00159994
0
0
-0.00159994
-0.00159994
-0.00159994
-0.00159994
-0.00319988
0
-0.00159994
-0.00319988
0
-0.00159994
-0.00159994
0
-0.00479982
-0.00159994
-0.00319988
-0.00319988
-0.00159994
0.00319988
0.00159994
0.00159994
-0.00159994
-0.00159994
-0.00159994
-0.00159994
-0.00319988
0
0
-0.00319988
-0.00159994
0
0.00159994
0.00159994
0.00319988
-0.00159994
0
0.00159994
0.00159994
0
0
-0.00319988
0
0.00319988
0.00159994
0
0.00159994
0.00159994
0
0.00319988
0
0.00319988
0.00479982
0.00159994
0.00319988
0.00159994
0.00319988
0.00639975
0.00639975
0.00479982
0.00639975
0.00319988
0.00479982
0.00479982
0.00639975
0.00479982
0.00639975
0.00799969
0.00799969
0.00959963
0.00479982
0.00639975
0.00479982
0.00479982
0.00159994
0.00159994
0.00159994
0.00159994
0
0.00159994
-0.00159994
0
0.00159994
-0.00319988
-0.00159994
-0.00159994
-0.00319988
0
0
0
0.00159994
0.00159994
-0.00159994
0.00159994
0.00479982
0.00319988
0.00319988
0.00319988
0.00319988
0.00639975
0.00799969
0.00479982
0.00319988
0.00159994
0
-0.00159994
-0.00159994
-0.00479982
-0.00639975
-0.00639975
-0.0111996
-0.0127995
-0.0143994
-0.0223991
-0.0207992
-0.0207992
-0.0239991
-0.025599
-0.0223991
-0.0239991
-0.0223991
-0.0175993
-0.0143994
-0.0127995
-0.00799969
-0.00639975
0
0.00639975
0.00959963
0.0175993
0.025599
0.025599
0.0351986
0.0399985
0.0447983
0.0495981
0.0495981
0.0559978
0.0543979
0.0575978
0.0543979
0.051198
0.051198
0.0495981
0.0415984
0.0367986
0.0319988
0.025599
0.0175993
0.0111996
0
-0.00479982
-0.0143994
-0.0207992
-0.0207992
-0.0287989
-0.0367986
-0.0399985
-0.0399985
-0.0431983
-0.0463982
-0.0495981
-0.0447983
-0.0415984
-0.0351986
-0.0335987
-0.0303988
-0.0239991
-0.0223991
-0.0127995
-0.00799969
-0.00319988
0.00319988
0.00639975
0.0127995
0.0175993
0.0191993
0.025599
0.027199
0.027199
0.027199
0.0303988
0.027199
0.0303988
0.0287989
0.0239991
0.0223991
0.0175993
0.0111996
0.00799969
0.00639975
-0.00159994
-0.00159994
-0.00479982
-0.0111996
-0.00959963
-0.0159994
-0.0191993
-0.0223991
-0.0223991
-0.027199
-0.0223991
-0.0207992
-0.0239991
-0.0207992
-0.0207992
-0.0207992
-0.0191993
-0.0143994
-0.0111996
-0.00959963
-0.00639975
-0.00799969
-0.00319988
0
-0.00159994
0.00319988
0.00479982
0.00639975
0.00639975
0.00799969
0.00959963
0.00959963
0.00959963
0.00959963
0.00959963
0.00959963
0.00799969
0.00959963
0.00959963
0.00319988
0
0
-0.00159994
0
-0.00159994
-0.00479982
-0.00639975
-0.00639975
-0.00799969
-0.00799969
-0.00639975
-0.00959963
-0.00959963
-0.00639975
-0.00639975
-0.00319988
0
0
0
0.00319988
0.00159994
0.00639975
0.0111996
0.00959963
0.0127995
0.0127995
0.00959963
0.0127995
0.0143994
0.0159994
0.0191993
0.0143994
0.0143994
0.0127995
0.0175993
0.0143994
0.00959963
0.00959963
0.00319988
0.00319988
0.00159994
0.00159994
0.00159994
0
-0.00159994
-0.00319988
-0.00479982
-0.00799969
-0.00799969
-0.00959963
-0.00959963
-0.00799969
-0.00959963
-0.00959963
-0.00959963
-0.00799969
-0.0111996
-0.00959963
-0.00799969
-0.00639975
-0.00479982
0
-0.00159994
-0.00159994
0
0
0
0.00319988
0.00319988
0.00159994
0.00479982
0.00159994
0.00479982
0.00319988
0.00319988
0.00319988
0.00319988
0.00319988
0.00639975
0.00479982
-0.00319988
-0.00159994
0
-0.00479982
-0.00319988
-0.00319988
-0.00479982
-0.00479982
-0.00479982
-0.00799969
-0.00799969
-0.00639975
-0.00799969
-0.00799969
-0.00799969
-0.00959963
-0.00799969
-0.00479982
-0.00799969
-0.00479982
-0.00479982
-0.00799969
-0.00319988
-0.00319988
-0.00479982
-0.00159994
-0.00159994
-0.00159994
-0.00159994
0.00159994
0.00319988
0.00479982
0.00639975
0.00479982
0.00799969
0.00799969
0.00799969
0.00799969
0.00959963
0.00639975
0.00639975
0.00799969
0.0127995
0.0111996
0.0127995
0.00799969
0.00959963
0.00479982
0.00319988
0.00479982
0.00319988
0.00159994
0.00159994
0
-0.00319988
-0.00639975
-0.00799969
-0.00799969
-0.00959963
-0.00959963
-0.0143994
-0.0127995
-0.0127995
-0.0191993
-0.0191993
-0.0191993
-0.0207992
-0.0223991
-0.0191993
-0.0175993
-0.0223991
